,Unnamed: 0,isbn,book_title,book_author,year_of_publication,publisher,img_m,Summary,Language,Category
47479,47479,0671002481,The First Wives Club Movie Tie In,Olivia Goldsmith,1996.0,Pocket,http://images.amazon.com/images/P/0671002481.01.MZZZZZZZ.jpg,"Three faithful, middle-age wives, who have been abandoned for
&quot;trophy wives&quot;--younger, blonder, and sexier models--by
their successful husbands, decide to get even and seek public revenge
before New York society",en,Fiction
47569,47569,0812523385,Selected Poems of Emily Dickinson,Emily Dickinson,1995.0,Tor Books,http://images.amazon.com/images/P/0812523385.01.MZZZZZZZ.jpg,"Background information accompanies more than a hundred of
Dickinson&#39;s brief poems",en,Fiction
47576,47576,0895774666,Watercolor School (Reader's Digest Learn-As-You-Go Guides),Hazel Harrison,1993.0,Readers Digest,http://images.amazon.com/images/P/0895774666.01.MZZZZZZZ.jpg,9,9,9
47577,47577,0020199090,Joshua In the Holy Land,Joseph Girzone,1993.0,Simon Schuster Trade,http://images.amazon.com/images/P/0020199090.01.MZZZZZZZ.jpg,9,9,9
47580,47580,0385495145,The Messenger,JOSEPH GIRZONE,2002.0,Image,http://images.amazon.com/images/P/0385495145.01.MZZZZZZZ.jpg,9,9,9
47583,47583,0679733825,Sisters of the Earth: Women's Prose and Poetry About Nature,Lorraine Anderson,1991.0,Vintage Books USA,http://images.amazon.com/images/P/0679733825.01.MZZZZZZZ.jpg,This book introduces us to female perspectives on nature.,en,American literature
47595,47595,0842329129,Left Behind: A Novel of the Earth's Last Days (Left Behind No. 1),Tim Lahaye,1996.0,Tyndale House Publishers,http://images.amazon.com/images/P/0842329129.01.MZZZZZZZ.jpg,Donated by Pam Strauss.,en,Rapture (Christian eschatology)
47892,47892,0345451260,Househusband,AD HUDLER,2002.0,Ballantine Books,http://images.amazon.com/images/P/0345451260.01.MZZZZZZZ.jpg,"When his wife is offered her dream job, Linc Menner leaves his
thriving landscape business in Los Angeles to move to Rochester, New
York, and to take charge of the household, but he soon finds himself
frustrated and bored, missing his wife ...",en,Fiction
47906,47906,0740700235,Life Messages: Inspiration For The Woman's Spirit,Josephine Carlton,2002.0,Andrews McMeel Publishing,http://images.amazon.com/images/P/0740700235.01.MZZZZZZZ.jpg,"&quot;People are very, very willing to offer their advice and all you
need to do is ask,&quot; reveals sailing entrepreneur Marti McMahon in
Life Messages: Inspiration for the Woman&#39;s Spirit.",en,Self-Help
47913,47913,0380973545,Letters from a Nut,Ted L. Nancy,1999.0,William Morrow,http://images.amazon.com/images/P/0380973545.01.MZZZZZZZ.jpg,"&quot; -- Vice President Al Gore &quot;An unending stream of some of
the most hilarious exchanges I&#39;ve ever read. Everyone I lent this
book to just read it and laughed out loud like I did. It&#39;s so
simple, yet totally inventive.",en,Humor
47981,47981,0393321576,Karl Marx: A Life,Francis Wheen,2001.0,W.W. Norton & Company,http://images.amazon.com/images/P/0393321576.01.MZZZZZZZ.jpg,"Looks at the life of the father of Communism, focusing primarily on
the human side of the man rather than his works.",en,Biography & Autobiography
47982,47982,0743424425,The Shining,Stephen King,2001.0,Pocket,http://images.amazon.com/images/P/0743424425.01.MZZZZZZZ.jpg,"And where those gifted with the shining do battle with the darkest
evils. Stephen King&#39;s classic thriller is one of the most
powerfully imagined novels of our time. The Shining",en,Fiction
48028,48028,0786868015,The Diary of Ellen Rimbauer: My Life at Rose Red,Joyce Reardon,2001.0,Hyperion,http://images.amazon.com/images/P/0786868015.01.MZZZZZZZ.jpg,9,9,9
48088,48088,0446610178,The Sky Is Falling,Sidney Sheldon,2001.0,Warner Books,http://images.amazon.com/images/P/0446610178.01.MZZZZZZZ.jpg,"The Winthrops are America&#39;s royal family, and its Prince Charming
is the sexy, charismatic Gary Winthrop.",en,Fiction
48159,48159,0684854953,Santa Pete : A Novel Of Christmas Present And Past,Christopher Moore,1998.0,Simon & Schuster,http://images.amazon.com/images/P/0684854953.01.MZZZZZZZ.jpg,"A bus driver takes his grandson along on Saturdays as he travels a
historical route around New York City.",en,Fiction
48163,48163,0743229878,Mount Vernon Love Story : A Novel of George and Martha Washington,Mary Higgins Clark,2002.0,Simon & Schuster,http://images.amazon.com/images/P/0743229878.01.MZZZZZZZ.jpg,9,9,9
48187,48187,0380617625,The Kingdom: Arabia and the House of Sa'Ud,Robert Lacey,1983.0,Harper Mass Market Paperbacks (Mm),http://images.amazon.com/images/P/0380617625.01.MZZZZZZZ.jpg,"Follows the line of the Saudi succession from its nineteenth-century
origins to the present and chronicles the nation&#39;s ruling
families&#39; progression to an oil superpower.",en,History
48190,48190,0380732335,Florida Road Kill: A Novel,Tim Dorsey,2000.0,HarperTorch,http://images.amazon.com/images/P/0380732335.01.MZZZZZZZ.jpg,Local trivia buff Serge loves inflicting pain.,en,Fiction
48207,48207,0385337132,The 37th Hour,JODI COMPTON,2003.0,Delacorte Press,http://images.amazon.com/images/P/0385337132.01.MZZZZZZZ.jpg,9,9,9
48219,48219,0440235057,Be Cool,Elmore Leonard,2000.0,Dell Publishing Company,http://images.amazon.com/images/P/0440235057.01.MZZZZZZZ.jpg,9,9,9
48251,48251,0445402040,The Hunted,Elmore Leonard,1986.0,Warner Books (Mm),http://images.amazon.com/images/P/0445402040.01.MZZZZZZZ.jpg,9,9,9
48255,48255,0618119760,The Saints of Big Harbour: A Novel,Lynn Coady,2002.0,Houghton Mifflin Company,http://images.amazon.com/images/P/0618119760.01.MZZZZZZZ.jpg,"Fatherless teen Guy Boucher finds himself at the center of an ugly
rumor involving a popular girl, in a story told from the viewpoints of
his overbearing uncle Isadore, the Shakespeare-loving Pam, a draft-
dodging English teacher, and a pair ...",en,Fiction
48258,48258,0871138646,Old Flames,John Lawton,2003.0,Atlantic Monthly Press,http://images.amazon.com/images/P/0871138646.01.MZZZZZZZ.jpg,9,9,9
48262,48262,0026329859,From the Earth: Chinese Vegetarian Cooking,Eileen Yin-Fei Lo,1995.0,MacMillan Publishing Company.,http://images.amazon.com/images/P/0026329859.01.MZZZZZZZ.jpg,"Provides recipes ranging from traditional Buddhist-style preparations
to the author&#39;s own personal creations and offers tips on cooking
techniques",en,Cooking
48263,48263,0060621257,Living in the Presence: Disciplines for the Spiritual Heart,Tilden H. Edwards,1988.0,Harpercollins,http://images.amazon.com/images/P/0060621257.01.MZZZZZZZ.jpg,"Offers meditations on fasts and feasts, God&#39;s presence, prayer,
interior visualization, the emotions, healing, intercession, joy, and
thanksgiving",en,Religion
48264,48264,0060917016,Homeland and Other Stories,Barbara Kingsolver,1990.0,Perennial,http://images.amazon.com/images/P/0060917016.01.MZZZZZZZ.jpg,"Homeland and Other Stories creates a world of love and possibility
that readers will want to take as their own.",en,Fiction
48305,48305,0060925000,"A Suitable Boy : Novel, A",Vikram Seth,1994.0,Perennial,http://images.amazon.com/images/P/0060925000.01.MZZZZZZZ.jpg,"While a widowed mother agonizes over her daughter&#39;s future, the
newly independent India of the early 1950s struggles through a time of
great crisis when its varied cultures clash",en,Fiction
48330,48330,0060932759,Daughter of Fortune,Isabel Allende,2000.0,Perennial,http://images.amazon.com/images/P/0060932759.01.MZZZZZZZ.jpg,9,9,9
48442,48442,0061000280,The Fly on the Wall,Tony Hillerman,1990.0,HarperTorch,http://images.amazon.com/images/P/0061000280.01.MZZZZZZZ.jpg,9,9,9
48483,48483,0192815318,Cranford (The World's Classics),Elizabeth Gaskell,1982.0,Oxford University Press,http://images.amazon.com/images/P/0192815318.01.MZZZZZZZ.jpg,9,9,9
48485,48485,0312195516,The Red Tent (Bestselling Backlist),Anita Diamant,1998.0,Picador USA,http://images.amazon.com/images/P/0312195516.01.MZZZZZZZ.jpg,"Told in Dinah&#39;s voice, this novel reveals the traditions and
turmoils of ancient womanhood--the world of the red tent. It begins
with the story of her mothers--Leah, Rachel, Zilpah, and Bilhah--the
four wives of Jacob.",en,Fiction
49208,49208,0380792664,The Right Hand of Amon,Lauren Haney,1997.0,Avon,http://images.amazon.com/images/P/0380792664.01.MZZZZZZZ.jpg,"When Kings Walked As Living Gods It is the eighteenth dynasty of Queen
Maatkare Hatshepsut, divine ruler of a sun-seared realm.",en,Fiction
49220,49220,0393048977,Last Blue: Poems,Gerald Stern,2000.0,W.W. Norton & Company,http://images.amazon.com/images/P/0393048977.01.MZZZZZZZ.jpg,"A Stern poem can begin with the majestic cadences of an Old Testament
psalm, turn on an almost invisible hinge, and bring into focus the
smallest detail. Here is a radiant collection from an essential voice
in American poetry.",en,Poetry
49222,49222,0399137807,The Cat Who Wasn't There,Lilian Jackson Braun,1992.0,Putnam Pub Group,http://images.amazon.com/images/P/0399137807.01.MZZZZZZZ.jpg,"Mystery Guild Main. Skulduggery strikes the Bonnie Scots Tour as Jim
Qwilleran and his friends from Pickax set forth on a never-to-be-
forgotten adventure, in Lilian Jackson Braun&#39;s fourteenth addition
to her best-selling Cat Who...series.",en,Fiction
49241,49241,039914739X,Isle of Dogs,Patricia Daniels Cornwell,2001.0,Putnam Publishing Group,http://images.amazon.com/images/P/039914739X.01.MZZZZZZZ.jpg,"Angered over the governor&#39;s order on speed traps, the eccentric
inhabitants of the Isle of Tangier, off the coast of Virginia, declare
war on their own state, and it is up to Judy Hammer, the new
superintendent of the state police, to stop ...",en,Fiction
49313,49313,0451203046,Light a Penny Candle,Maeve Binchy,2001.0,Signet Book,http://images.amazon.com/images/P/0451203046.01.MZZZZZZZ.jpg,9,9,9
49342,49342,0451410556,The Blue Last: A Richard Jury Mystery (Richard Jury Mysteries (Paperback)),Martha Grimes,2002.0,Onyx Books,http://images.amazon.com/images/P/0451410556.01.MZZZZZZZ.jpg,"Then the son of the onetime owner of the Blue Last is found shot to
death-the book he was writing about London during the German
blitzkrieg...gone. A stolen life, a stolen book? Or is any of this
what is seems?",en,Fiction
49392,49392,0451523318,Turn of the Screw and Short N,Henry James,1978.0,Signet Book,http://images.amazon.com/images/P/0451523318.01.MZZZZZZZ.jpg,9,9,9
49394,49394,0486281965,The Country of the Pointed Firs (Dover Thrift Editions),Sarah Orne Jewett,1994.0,Dover Publications,http://images.amazon.com/images/P/0486281965.01.MZZZZZZZ.jpg,"In luminous evocations of their lives, Maine-born Jewett created
startlingly real portraits of individual New Englanders, and a warm,
humorous, and compassionate vision of New England character.",en,Fiction
49405,49405,0486292940,Early Poems (Dover Thrift Editions),William Carlos Williams,1997.0,Dover Publications,http://images.amazon.com/images/P/0486292940.01.MZZZZZZZ.jpg,"Fine selection of early verse by influential (&quot;no ideas but in
things&quot;) American poet includes &quot;Peace on Earth,&quot;
&quot;Willow Poem,&quot; &quot;Queen-Anne&#39;s-Lace,&quot;
&quot;Tract,&quot; &quot;El Hombre,&quot; &quot;Danse Russe,&quot;
&quot;Keller Gegen Dom,&quot; &quot;Portrait of a Lady,&quot;
&quot;The Widow&#39;s ...",en,Poetry
49409,49409,051762639X,Barchester Towers (Oxford Pocket Classics),Anthony Trollope,1986.0,Random House Value Publishing,http://images.amazon.com/images/P/051762639X.01.MZZZZZZZ.jpg,9,9,9
49410,49410,0684824442,REEF,Edith Wharton,1996.0,Scribner,http://images.amazon.com/images/P/0684824442.01.MZZZZZZZ.jpg,"And what to Darrow is a forgotten interlude becomes the reef on which
the lives of four people are in danger of foundering.",en,Fiction
49415,49415,0743458303,Wednesday the Rabbi Got Wet,Harry Kemelman,2003.0,I Books,http://images.amazon.com/images/P/0743458303.01.MZZZZZZZ.jpg,9,9,9
49416,49416,081296666X,Things My Girlfriend and I Have Argued About: A Novel,Mil Millington,2003.0,Villard Books,http://images.amazon.com/images/P/081296666X.01.MZZZZZZZ.jpg,"Pel finds his ordinary life and his relationship with his girlfriend,
Ursula, turned upside down by his boss&#39;s disappearance, leaving
Pel to take over amid a chaotic web of stolen money, missing
colleagues, and Chinese mafiosi.",en,Fiction
49442,49442,0819215635,Listening Hearts: Discerning Call in Community,Suzanne G. Farnham,1991.0,Morehouse Group,http://images.amazon.com/images/P/0819215635.01.MZZZZZZZ.jpg,"Explores the themes of call, discernment, and community as they relate
to each other. It asks us to listen to our hearts so that we may
discover ourselves. This guides us on how we can remain faithful and
accountable.",en,Religion
49445,49445,0880011025,Unattainable Earth,Czeslaw Milosz,1987.0,Ecco Press,http://images.amazon.com/images/P/0880011025.01.MZZZZZZZ.jpg,"Begun in the winter of 1955 and completed in the spring of 1956,
Treatise on Poetry is a brilliant meditative poem fully expressive of
the powers that have made Milosz one of our greatest writers.",en,Poetry
49446,49446,1561011525,"The Practice of Prayer (New Church's Teaching Series, Vol 4)",Margaret Guenther,1998.0,Cowley Publications,http://images.amazon.com/images/P/1561011525.01.MZZZZZZZ.jpg,"She includes practical descriptions of a number of ways Christians
have prayed through the centuries, from using the Jesus Prayer or
rosary to praying with the stories of scripture and prayer book
liturgies.",en,Religion
49447,49447,1877727083,Vertical Poetry: Recent Poems,Roberto Juarroz,1992.0,White Pine Press (NY),http://images.amazon.com/images/P/1877727083.01.MZZZZZZZ.jpg,9,9,9
49448,49448,0486206173,Rubinstein's Chess Masterpieces,Akiba Rubinstein,1941.0,Dover Publications,http://images.amazon.com/images/P/0486206173.01.MZZZZZZZ.jpg,9,9,9
49450,49450,0312278586,The Nanny Diaries: A Novel,Emma McLaughlin,2002.0,St. Martin's Press,http://images.amazon.com/images/P/0312278586.01.MZZZZZZZ.jpg,"The Nanny Diaries deftly skewers the manner in which America&#39;s
over-privileged raise les petites over-privileged-as if grooming them
for a Best in Show competition.",en,Fiction
49924,49924,8845229041,Biblioteca Universale Rizzoli: Sulla Sponda Del Fiume Piedra,P Coelho,1994.0,Fabbri - RCS Libri,http://images.amazon.com/images/P/8845229041.01.MZZZZZZZ.jpg,"In ogni storia d&amp;&#39;amore c&amp;&#39; qualcosa che avvicina i
protagonisti all&amp;&#39;eternit, ai misteri del divino,
all&amp;&#39;essenza della vita: in un sorriso, in una carezza, in uno
sguardo o in una frase magari lasciata a met, gli amanti sanno sempre
...",it,Fiction
49933,49933,887641486X,I Giorni Dell'abbandono,Elena Ferrante,2002.0,Edizioni E/O,http://images.amazon.com/images/P/887641486X.01.MZZZZZZZ.jpg,9,9,9
49940,49940,0140370900,The Gizmo,Paul Jennings,1995.0,Puffin,http://images.amazon.com/images/P/0140370900.01.MZZZZZZZ.jpg,9,9,9
49944,49944,0674511255,The Last Best Hope of Earth: Abraham Lincoln and the Promise of America,"Mark E., Jr. Neely",1993.0,Harvard University Press,http://images.amazon.com/images/P/0674511255.01.MZZZZZZZ.jpg,"We also see Lincoln&#39;s steadfast dedication to the Emancipation
Proclamation, while the fate of the republic and the future of four
million black Americans hung in the balance.Richly illustrated,
nuanced and accessible, written with ...",en,Presidents
49947,49947,0030096189,Organic Chemistry (Saunders Golden Sunburst Series),Stephen J. Weininger,1994.0,Saunders College Publishing,http://images.amazon.com/images/P/0030096189.01.MZZZZZZZ.jpg,9,9,9
49948,49948,0312965745,Secrets of St. John's Wort: A Lynn Sonberg Book,Larry Katzenstein,1998.0,St. Martin's Press,http://images.amazon.com/images/P/0312965745.01.MZZZZZZZ.jpg,"In Secrets of St. John&#39;s Wort, you&#39;ll learn how Hypericum can
be used in its various forms to elevate your mood and improve overall
health.",en,Health & Fitness
49952,49952,0345374657,Diet for a Poisoned Planet: How to Choose Safe Foods for You and Your Family,David Steinman,1992.0,Ballantine Books,http://images.amazon.com/images/P/0345374657.01.MZZZZZZZ.jpg,"Here is a thoroughly researched guide to the foods that are safest and
the ones that are most dangerous in each of the major food groups.",en,Health & Fitness
49954,49954,0395710901,"Punished by Rewards: The Trouble With Gold Stars, Incentive Plans, A'S, Praise, and Other Bribes",Alfie Kohn,1995.0,Houghton Mifflin,http://images.amazon.com/images/P/0395710901.01.MZZZZZZZ.jpg,"Criticizes the system of motivating through reward, offering arguments
for motivating people by working with them instead of doing things to
them",en,Family & Relationships
